"brandName","branchName","longitude","latitude","cityName"
Kedai jajanan mama nur,Kedai jajanan mama nur,106.80376050,-6.26420290,Jakarta Selatan
Kedai JIKOP Jakarta,JIKOP Kebon Kacang,106.81876954,-6.19387821,Jakarta Pusat
Kedai Kha Foek,Kedai Kha Foek,106.81932146,-6.27997170,Jakarta Selatan
Kedai Kopi,Kedai Kopi,106.91912440,-6.19946540,Jakarta Timur
Kedai Kopi Balap,Kedai Kopi Balap,106.94295050,-6.23275380,Jakarta Timur
Kedai Kopi Keluarga,Kedai Kopi Keluarga & Lokarasa - Puri ,106.75101040,-6.18107400,Jakarta Barat
Kedai Kopi Sasca,Kedai Kopi Sasca Menteng,106.83720670,-6.19376680,Jakarta Pusat
Kedai Kopi Sejahtera,Kedai Kopi Sejahtera,106.77658919,-6.21622032,Jakarta Barat
Kedai Kumala,Kedai Kumala Kitchen Avenue RS Carolus,106.85103007,-6.19594274,Jakarta Pusat
Kedai Kumala,Kedai Kumala Bellezza,106.78261479,-6.22179736,Jakarta Selatan
Kedai Kumala,Kedai Kumala Thamrin,106.82235815,-6.19893493,Jakarta Pusat
Kedai Limma,Kedai Limma Pos Bloc Jakarta,106.83365510,-6.16687100,Jakarta Pusat
Kedai Lokl Hibrida,Kedai Lokl Hibrida,106.91243090,-6.14820540,Jakarta Utara
Kedai Makmur Indonesia,Kedai Makmur Indonesia,106.77213190,-6.27296870,Jakarta Selatan
KEDAI MBA ZEN,KEDAI MBA ZEN,106.79536980,-6.15605680,Jakarta Barat
KEDAI MBA ZEN,KEDAI MBA ZEN,,,Jakarta Barat
Kedai mie juragan,Kedai mie juragan,106.85245130,-6.15488370,Jakarta Timur
Kedai Mie Tjap 1000 Tahun,Kedai Mie Tjap 1000 Tahun,106.81530270,-6.26920680,Jakarta Selatan
Kedai Mie Tjap 1000 Tahun,Kedai Mie Tjap 1000 Tahun - Senopati,,,Jakarta Selatan
Kedai Mie Tjap Chilli,Kedai Mie Tjap Chilli,0.00000000,0.00000000,Jakarta Pusat
Kedai Mie Tjap Chilli,Kedai Mie Tjap Chili - Rawa Belong,106.78051010,-6.21341830,Jakarta Selatan
Kedai Mie Tjap Chilli,Kedai Mie Tjap Chili - Cempaka Putih,106.86786710,-6.17104590,Jakarta Pusat
Kedai Mie Tjap Chilli,Kedai Mie Tjap Chili - Otista,106.87236340,-6.23166850,Jakarta Timur
KEDAI NASI KAPAU,KEDAI NASI KAPAU BUKITTINGGI,106.80391277,-6.22464610,Jakarta Pusat
Kedai Nebula,NEBULA,106.89599754,-6.14535865,Jakarta Utara
Kedai NMSTASTE,NMSTASTE Dessert & Eatery,106.84667972,-6.26069354,Jakarta Selatan
Kedai OTW,KEDAI OTW - LEBAK BULUS,106.77845474,-6.29945858,Jakarta Selatan
Kedai OTW,"Kedai OTW , Bojong Raya",106.69282963,-6.31320528,Jakarta Barat
Kedai OTW,KEDAI OTW - KEMAYORAN,106.84983840,-6.15857050,Jakarta Pusat
Kedai OYA,Kedai OYA,,,Jakarta Selatan
Kedai Pelarian,Kedai Pelarian,106.89421054,-6.20104580,Jakarta Timur
Kedai Penuh Nikmat,Kedai Penuh Nikmat,106.96252440,-6.16057850,Jakarta Selatan
Kedai Pesona,Kedai Pesona,106.87426240,-6.24533330,Jakarta Timur
Kedai Punggawa,Kedai Punggawa,106.84559900,-6.20876340,Jakarta Utara
Kedai Punggawa,Kedai Punggawa,106.78621810,-6.13824810,Jakarta Utara
Kedai rames gemes,Kedai rames gemes,106.89294951,-6.16283045,Jakarta Utara
Kedai Riolo,Kedai Riolo,106.84075660,-6.18299200,Jakarta Pusat
Kedai Roslee,Kedai Roslee PIK,106.82040320,-6.21936640,Jakarta Utara
Kedai roti bakar keibar,Keibar - Bulungan,106.79379980,-6.24123540,Jakarta Selatan
Kedai roti bakar keibar,Keibar - Karang Tengah,106.77878810,-6.31052940,Jakarta Selatan
Kedai Roti Koci,Kedai Koci,,,Jakarta Timur
KEDAI ROTI TODAY,KEDAI ROTI TODAY,106.79753817,-6.26625803,Jakarta Selatan
Kedai Sesama,Kedai Sesama,106.84268460,-6.19156070,Jakarta Pusat
Kedai Sinar Harapan,Kedai Sinar Harapan - Bazaar,106.65336501,-6.24423766,Jakarta Utara
Kedai Sinar Harapan,Kedai Sinar Harapan - Bazaar,,,Jakarta Utara
KEDAI SOTO OMA,KEDAI SOTO OMA HARCO,0.00000000,0.00000000,Jakarta Utara
KEDAI STEAK NUSANTARA,KEDAI STEAK NUSANTARA - PASAR REBO CIPAYUNG,106.89002910,-6.31130990,Jakarta Timur
KEDAI STEAK NUSANTARA,KEDAI STEAK NUSANTARA - MENTENG MATRAMAN,106.84758590,-6.19167390,Jakarta Pusat
KEDAI STEAK NUSANTARA,Kedai Steak Nusantara - Puri Kosambi,,,Jakarta Barat
KEDAI STEAK NUSANTARA,KEDAI STEAK NUSANTARA JATI RAWAMANGUN,106.90294150,-6.18677550,Jakarta Timur
Kedai Sudimampir,Kedai Sudimampir Dermaga Raya,106.90159307,-6.21910106,Jakarta Timur
Kedai Sudut Selatan,Kedai Sudut Selatan,106.79191361,-6.24483233,Jakarta Selatan
Kedai Susu Siaga,Kedai Susu Siaga,106.84115773,-6.27582354,Jakarta Selatan
Kedai Temas,Kedai Temas,106.84833700,-6.23131820,Jakarta Selatan
Kedai Tigalapan,Kedai Tigalapan,,,Jakarta Selatan
Kedai Zayyan,Kedai Zayyan,106.86344370,-6.19192330,Jakarta Timur
Kedaiwa,Muara karang,106.77602726,-6.11183963,Jakarta Utara
Kede Bage,Kede Bage,106.85987050,-6.21135930,Jakarta Timur
Kede Bage,Kede Bage,106.85964130,-6.21198110,Jakarta Timur
Kedjora Coffee,Kedjora Coffee Blok M,106.79956477,-6.24413141,Jakarta Selatan
Kedjora Coffee,Kedjora Coffee Cipete,106.80661167,-6.27803739,Jakarta Selatan
Kedjora Coffee,Kedjora Coffee Tebet,106.84726930,-6.21278868,Jakarta Selatan
Kelakar Coffee & Comedy Club,Kelakar Coffee & Comedy Club Tebet,106.85048160,-6.22709500,Jakarta Selatan
Kelakar Kafe,Kelakar Kafe,,,Jakarta Pusat
kelapamuda,Gading Festival,,,Jakarta Utara
Kemang,Kemang,,,Jakarta Selatan
Kemang House,Kemang House,106.99898700,-6.12312300,Jakarta Selatan
Kembang tahu,Kembang tahu,106.85153140,-6.33570340,Jakarta Timur
Kemenkan Bakes,Kemenkan Compound,106.81218353,-6.23982703,Jakarta Selatan
Kenari Cakery,Kenari Cakery Pluit,106.71342850,-6.13144610,Jakarta Utara
Kenari Cakery,Kenari Cakery TS,106.71632211,-6.13307696,Jakarta Barat
Kenny's Milk Tea,Kenny's Milk Tea,,,Jakarta Barat
KENTARA COFFEE & COMFORT FOOD,KENTARA-MEN,106.82195840,-6.21508620,Jakarta Selatan
Kenyang Culinary	,Kenyang Culinary Fatmawati,106.81763790,-6.23694890,Jakarta Selatan
Kenyang Culinary	,Kenyang Culinary,106.85997090,-6.18501497,Jakarta Pusat
Kenyang Kita,Kenyang Kita,106.74611180,-6.17119050,Jakarta Barat
KEPALA MANYUNG BU FAT,KEPALA MANYUNG BU FAT CIPETE,106.95677429,6.31414996,Jakarta Selatan
KEPALA MANYUNG BU FAT,KEPALA MANYUNG BU FAT PENGUMBEN,106.77165694,-6.21658798,Jakarta Barat
KEPALA MANYUNG BU FAT,KEPALA MANYUNG BU FAT CEMPAKA,0.00000000,0.00000000,Jakarta Pusat
Kerang Planet,Kerang Planet,106.76226501,-6.27134253,Jakarta Selatan
Kereta,Kereta,,,Jakarta Selatan
KETAN SUSU KEMAYORAN,KETAN SUSU KEMAYORAN,106.80391060,-6.22466910,Jakarta Pusat
Ketan Susu Mbak Marni,Ketan Susu Mbak Marni,106.83344899,-6.16671603,Jakarta Pusat
KETOFIT,KETOFIT,106.81290062,-6.27799848,Jakarta Selatan
Ketoprak abah,Ketoprak abah,106.82416047,-6.33265467,Jakarta Selatan
Ketoprak Spesial Mas Edo,Ketoprak Spesial Mas Edo,106.87601750,-6.32949230,Jakarta Timur
KETOPRAQU,KETOPRAQU - POS BLOC  Jakarta,106.83343827,-6.16659869,Jakarta Pusat
KFC,KFC Kemayoran,106.85781245,-6.15149575,Jakarta Pusat
KFC,KFC Otista,106.86881097,-6.23643647,Jakarta Timur
Kfc,Kfc,106.88016264,-6.11715765,Jakarta Utara
Khafei,Khafei,0.00000000,0.00000000,Jakarta Barat
Kharisma Bahari Pasar Kopro,Kharisma Bahari Pasar Kopro,106.81712640,-6.21936640,Jakarta Barat
Kharisma Bahari Pasar Kopro,Kharisma Bahari Pasar Induk,110.42160640,-6.99596800,Jakarta Timur
Kharisma Jaya,Kharisma Jaya,,,Jakarta Timur
Khastara Coffee,Khastara Coffee,106.87691562,-6.32185955,Jakarta Timur
Kibo Burger,Kibo Burger,106.91225880,-6.14853590,Jakarta Utara
Kibo Cheese,KIBO CHEESE ANGKE,106.79786920,-6.14473740,Jakarta Barat
Kibo Cheese,KIBO CHEESE ANTASARI PLACE,106.80665900,-6.28958200,Jakarta Selatan
Kibo Cheese,KIBO CHEESE LOTTE,106.82290164,-6.22443088,Jakarta Selatan
Kibo Cheese,KIBO CHEESE CIRACAS,106.87148530,-6.33441240,Jakarta Timur
Kibo Cheese,KIBO CHEESE CAWANG,106.87308550,-6.24420090,Jakarta Timur
Kibo Cheese,KIBO CHEESE KELAPA GADING,106.91057030,-6.15788530,Jakarta Utara
Kibo Cheese,KIBO KEBON JERUK,106.76241015,-6.19089993,Jakarta Barat
Kibo Cheese,KIBO CHEESE KOTA KASABLANKA,106.84047970,-6.22331390,Jakarta Selatan
Kibo Cheese,KIBO CHEESE CENGKARENG,106.70580300,-6.13535500,Jakarta Barat
Kibo Cheese,KIBO CHEESE LEBAK BULUS,106.77546720,-6.29133560,Jakarta Selatan
Kibo Cheese,KIBO CHEESE PONDOK INDAH,106.77763890,-6.26284900,Jakarta Selatan
Kibo Cheese,KIBO CHEESE PIK,106.76006098,-6.11665558,Jakarta Utara
Kibo Cheese,KIBO CHEESE PADEMANGAN,106.99427330,-6.17269790,Jakarta Utara
Kibo Cheese,KIBO CHEESE SUNTER,106.86807710,-6.15964210,Jakarta Utara
Kibo Cheese,KIBO CHEESE TANAH ABANG,106.81593725,-6.17763759,Jakarta Pusat
Kibo Cheese,KIBO CHEESE DUREN SAWIT,106.93188985,-6.21781941,Jakarta Timur
Kibo Cheese,KIBO CHEESE PLAZA SENAYAN,106.79930270,-6.22559180,Jakarta Pusat
Kibo Cheese,KIBO CHEESE KOTA KASABLANCA (EVENT),106.84047970,-6.22331390,Jakarta Selatan
Kibo Cheese,KIBO CHEESE ASTHA DISTRICT 8,106.80697480,-6.23017540,Jakarta Selatan
Kibo Cheese,KIBO CHEESE CILANDAK,106.81832750,-6.28726930,Jakarta Selatan
Kibo Cheese,KIBO CHEESE LOTTE (EVENT),106.82290164,-6.22443088,Jakarta Selatan
Kibos Kitchen,Kibos Kitchen L Avenue,106.84433090,-6.24859670,Jakarta Selatan
Kikings,Kikings,106.78373662,-6.25825856,Jakarta Selatan
KIKINGS GULE ASAP,KIKINGS GULE ASAP,106.79970456,-6.28416754,Jakarta Selatan
Kiko Coffee & Playground,Kiko Coffee & Playground,,,Jakarta Selatan
Kila Kila by Akasya,KILA KILA BY AKASYA,106.81108580,-6.22459080,Jakarta Selatan
Killa Killa At Serenia,Killa Kila at Sernia Bazar,106.81142240,-6.27778340,Jakarta Selatan
Killa Killa At Serenia,Kiila Kiila Cafe - Kemang,106.82134073,-6.26514714,Jakarta Selatan
Killa Killa At Serenia,Killa Killa At Serenia - Serenia,106.77577359,-6.31093882,Jakarta Selatan
Killa Killa At Serenia,Kiila Kiila Cafe - Ciputat,0.00000000,0.00000000,Jakarta Selatan
Kim Bo-Im,Kim Bo-Im Cibinong,0.00000000,0.00000000,Jakarta Pusat
kims food,kims food,106.77065150,-6.19073010,Jakarta Barat
Kimukatsu,Kimukatsu Artha Gading,106.89297790,-6.14510600,Jakarta Utara
Kimukatsu,Kimukatsu Blok M Plaza,106.79764040,-6.24411890,Jakarta Selatan
Kimukatsu,Kimukatsu Central Park,106.79017516,-6.17781299,Jakarta Barat
Kimukatsu,Kimukatsu Ciputra World,106.82340330,-6.22368760,Jakarta Selatan
Kimukatsu,Kimukatsu Epiwalk Kuningan,106.83528110,-6.21810020,Jakarta Selatan
Kimukatsu,Kimukatsu Emporium Pluit,106.79076690,-6.12768520,Jakarta Utara
Kimukatsu,Kimukatsu Gandaria City,106.78396820,-6.24354530,Jakarta Selatan
Kimukatsu,Kimukatsu Grand Indonesia,106.82131160,-6.19543680,Jakarta Pusat
Kimukatsu,Kimukatsu Kelapa Gading,106.90892190,-6.15649880,Jakarta Utara
Kimukatsu,Kimukatsu Kota Kasablanka,106.84202350,-6.22279600,Jakarta Selatan
Kimukatsu,Kimukatsu Lippo Kemang,106.81267290,-6.26074410,Jakarta Selatan
Kimukatsu,Kimukatsu Lippo Mall Puri,106.73868140,-6.18998800,Jakarta Barat
Kimukatsu,Kimukatsu Mall Of Indonesia,106.89178790,-6.15125660,Jakarta Utara
Kimukatsu,Kimukatsu Pondok Indah Mall 3,106.78375000,-6.26715000,Jakarta Selatan
Kimukatsu,Kimukatsu PIK Avenue,106.74018210,-6.10937440,Jakarta Utara
Kimukatsu,Kimukatsu Pacific Place,106.80986260,-6.22473860,Jakarta Selatan
Kimukatsu,Kimukatsu Senayan Park,106.80393531,-6.21259008,Jakarta Pusat
Kimukatsu,Boga Catering,106.82715330,-6.17539170,Jakarta Selatan
Kimukatsu,Kimukatsu Mall Agora Thamrin Nine,106.82110000,-6.19803660,Jakarta Pusat
Kimukatsu,Kimukatsu Aeon Tanjung Barat,106.84010080,-6.30565497,Jakarta Timur
Kimukatsu,Kimukatsu Atrium Senen,106.84154480,-6.17752200,Jakarta Pusat
Kimukatsu,Kimukatsu The Park Pejaten,106.82891760,-6.28031070,Jakarta Selatan
KIN KAO,KIN KAO - GRAND INDONESIA,106.82100810,-6.19504120,Jakarta Pusat
Kindee Coffee,Kindee Cafe,106.75287770,-6.19033060,Jakarta Barat
King of Pao Fan,King of Pao Fan,106.74446485,-6.09336794,Jakarta Utara
King's Snack Pack,King's Snack Pack Kemang,106.81322640,-6.26870000,Jakarta Selatan
King's Snack Pack,King's Snack Pack Menteng,106.82275060,-6.18804710,Jakarta Pusat
KINGS SPACE WARKOP & ICE CREAM,KINGS SPACE WARKOP & FOOD COURT,0.00000000,0.00000000,Jakarta Timur
KINGSMAN,KINGSMAN,0.00000000,0.00000000,Jakarta Utara
KINGSMAN,KINGSMAN,0.00000000,0.00000000,Jakarta Utara
Kintan,Kintan Central Park,106.79068400,-6.17737300,Jakarta Barat
Kintan,Kintan Grand Indonesia,106.82044200,-6.19540200,Jakarta Pusat
Kintan,Kintan Mall Kelapa Gading,106.90967197,-6.15662512,Jakarta Utara
Kintan,Kintan Kota Kasablanka,106.84328200,-6.22430100,Jakarta Selatan
Kintan,KINTAN LIPPO PURI,106.74035379,-6.18749649,Jakarta Barat
Kintan,KINTAN MALL PURI INDAH,106.73432892,-6.18868580,Jakarta Barat
Kintan,Shabu-Shabu Letasu Neo Soho,106.79001340,-6.17496300,Jakarta Barat
kios,Pusat,106.85580000,-6.20950000,Jakarta Timur
Kioto Yakitori,Kioto Yakitori,106.80964222,-6.25477590,Jakarta Selatan
Kirei ,Kirei ,106.77810662,-6.17112860,Jakarta Barat
Kirin Bar,Kirin Bar,106.90789730,-6.15850980,Jakarta Utara
Kis cilok,Kis cilok,106.80148750,-6.30269050,Jakarta Selatan
Kisaku,Kisaku Event 1,106.81590300,-6.23847200,Jakarta Selatan
Kisaku,Kisaku Laksana,0.00000000,0.00000000,Jakarta Selatan
Kisaku,Kisaku Pasaraya,0.00000000,0.00000000,Jakarta Selatan
Kisaku,Nika Laksana,106.82625650,-6.24816610,Jakarta Selatan
Kisaku,Nika PI-,106.83921110,-6.19372970,Jakarta Pusat
Kita Go,Kita Go (Temporary Close),106.78199085,-6.17737266,Jakarta Barat
Kitamura,Kitamura Tanjung Duren,106.78178366,-6.17818177,Jakarta Barat
Kitamura,Kitamura Pasar Baru,106.83599873,-6.15593223,Jakarta Pusat
Kitamura,Kitamura Pluit,106.77618387,-6.11058639,Jakarta Utara
Kitamura,Kitamura Kelapa Gading,106.89702921,-6.17405529,Jakarta Utara
Kitchen by Dhi Dhi,Kitchen by Dhi Dhi,106.85399610,-6.23041690,Jakarta Selatan
Kitchen Hub,Kitchen Hub - Radio Dalam,106.79209180,-6.24773340,Jakarta Selatan
Kitchenette,"Kitchenette, Gandaria City",106.78398000,-6.24473700,Jakarta Selatan
Kitchenette,"Kitchenette, Kemang Village",106.81252130,-6.26163120,Jakarta Selatan
Kitchenette,"Kitchenette, Plaza Indonesia",106.82193790,-6.19219260,Jakarta Pusat
Kitchenette,"Haraku Ramen, Gandaria City",106.78352900,-6.24417920,Jakarta Selatan
Kitchenette,"Kitchenette, Kota Kasablanka",106.84232190,-6.22358720,Jakarta Selatan
Kitchenette,"Kitchenette, St. Moritz",106.73881320,-6.18788090,Jakarta Barat
Kitchenette,"Kitchenette, Mall Kelapa Gading",106.90905050,-6.15610360,Jakarta Utara
Kitchenette,"Kitchenette, Pondok Indah Mall 1",106.78431650,-6.26521660,Jakarta Selatan
Kitchenette,"Kitchenette, Senayan City",106.79661600,-6.22747500,Jakarta Pusat
Kitchenette Senayan City,Kitchenette Senayan City,,,Jakarta Pusat
Kiya Shop,Kiya Shop,119.43799030,-5.14853710,Jakarta Barat
Kiyara Waffle,Kiyara Waffle,106.78382770,-6.20076050,Jakarta Barat
Kiyo Japanese Curry,Kiyo Japanese Curry - PHX Grogol,106.79198229,-6.16584536,Jakarta Barat
Kiyo Japanese Curry,Kiyo Japanese Curry - Food Market Sunter,106.82706700,-6.16231800,Jakarta Pusat
KK Style Cafe,KK Style Cafe,106.91556100,-6.16966380,Jakarta Utara
KKADO CHICKEN JAKARTA,KKADO CHICKEN - KEMANG,106.81444950,-6.25567840,Jakarta Selatan
Kkuldak,KKULDAK BAYWALK MALL,106.80742430,-7.28493261,Jakarta Utara
Kkuldak,KKULDAK BASSURA MALL,106.86180620,-6.22673291,Jakarta Timur
Kkuldak,KKULDAK KEMANG,106.86180620,-6.22673291,Jakarta Selatan
Kkuldak,KKULDAK KOTA KASABLANKA,106.86180620,-6.22673291,Jakarta Pusat
Kkuldak,KKULDAK LIPPO MALL PURI,112.67170330,-6.22673291,Jakarta Barat
Kkuldak,KKULDAK MALL KELAPA GADING,112.67170330,-6.22673291,Jakarta Timur
Kkuldak,KKULDAK NEO SOHO MALL,112.67170330,-6.22673291,Jakarta Barat
Kkuldak,KKULDAK TAMAN ANGGREK MALL,106.80742430,-6.22673291,Jakarta Barat
Kkuldak,KKULDAK PIK,106.74397870,-6.12682820,Jakarta Utara
Klasis Bocilos Social Resto,KLESIS BOCILOS LIPPO MALL PURI,106.73890940,-6.18845540,Jakarta Barat
Klcr coffe,Klcr coffe,106.80574653,-6.12388860,Jakarta Utara
KLCR Coffee,KLCR Coffee,106.80574500,-6.12390590,Jakarta Utara
Klinik,Klinik,106.93451760,-6.24065150,Jakarta Timur
Kloud Senopati,Kloud Senopati,106.80542140,-6.22978060,Jakarta Selatan
KLOUSE,Klouse,0.00000000,0.00000000,Jakarta Selatan
Knock On Wood,Knock on wood,106.82692030,-6.20857300,Jakarta Selatan
Knots,Knots Bazaar,106.82230890,-6.19334730,Jakarta Pusat
Knots,Knots,106.82406000,-6.26572390,Jakarta Selatan
Koba,KOBA KITCHEN,0.00000000,0.00000000,Jakarta Utara
Koba,KOBA EXPRESS SETIABUDI ONE,106.83148300,-6.22125900,Jakarta Selatan
Koba,KOBA EXPRESS CITY WALK Sudirman,106.81804000,-6.20884700,Jakarta Pusat
Koba,KOBA EXPRESS GANDARIA,106.81804000,-6.20884700,Jakarta Selatan
Koba,KOBA EXPRESS KEMANG VILLAGE,106.81804000,-6.20884700,Jakarta Selatan
Koba,KOBA EXPRESS LATUMENTEN,106.81804000,-6.20884700,Jakarta Barat
Koba,KOBA EXPRESS MERUYA,106.81804000,-6.20884700,Jakarta Barat
Koba,KOBA EXPRESS PURI INDAH,106.81804000,-6.20884700,Jakarta Barat
Koba,KOBA EXPRESS EDEN KITCHEN,106.81804000,-6.20884700,Jakarta Pusat
Koba,KOBA EXPRESS EVERPLATE,106.65315300,-6.24394000,Jakarta Utara
Koba,KOBA EXPRESS KAMPUNG ARTIS,106.81804000,-6.20884700,Jakarta Selatan
Koba,KOBA EXPRESS FRESH MARKET PIK,106.81804000,-6.20884700,Jakarta Utara
Koba,KOBA EXPRESS SENAYAN,106.81804000,-6.20884700,Jakarta Pusat
Koba,KOBA EXPRESS PLUIT,106.81804000,-6.20884700,Jakarta Utara
Koba,KOBA EXPRESS GREEN SEDAYU MALL,106.72821100,-6.13919570,Jakarta Barat
Koba Kitchen,KOBA KITCHEN PIK,106.81804000,-6.20884700,Jakarta Utara
Koba Kitchen,KOBA KTICHEN RASUNA,106.81804000,-6.20884700,Jakarta Selatan
Koburi,Koburi,106.82329600,-6.22428600,Jakarta Selatan
Kochi Kochi,KOCHIKOCHI AMBOJA,106.90121983,-6.30950530,Jakarta Timur
Kochi Kochi,Kochikochi Sunter,0.00000000,0.00000000,Jakarta Utara
Kochikochi Drinks Sushi,Kochikochi Sunter,106.87893530,-6.15070650,Jakarta Utara
Kochikochi Drinks Sushi,Kochikochi Green Pramuka,106.85217760,-6.25627150,Jakarta Selatan
Kochikochi Drinks Sushi,Kochikochi Kalibata,106.87605960,-6.17782690,Jakarta Timur
Kocil,Kocil Sumur Batu,106.86742520,-6.16200500,Jakarta Pusat
Kocil,Kocil Pulo Nangka,106.89507580,-6.17854110,Jakarta Timur
Kocil,Kocil Cempaka Putih,106.86787470,-6.17579570,Jakarta Pusat
Kocil,Kocil Kelapa Gading,106.91004370,-6.17093430,Jakarta Utara
Kocil,Kocil Kayu Putih,106.89382170,-6.17718930,Jakarta Timur
Kocucisepatu.id,KOCUCISEPATU.ID,106.78234280,-6.17845360,Jakarta Barat
Kodaigiri,Kodaigiri Event,106.74116220,-6.10264410,Jakarta Utara
Kodaigiri,Kodaigiri Chillax,,,Jakarta Selatan
Kodaigiri,Kodaigiri Kemanggisan,106.78238500,-6.20131734,Jakarta Barat
Kodaigiri,Kodaigiri Sunter,106.86532526,-6.14197043,Jakarta Utara
Koedapan Nusantara,Ini Toko Kopi SPBU Abdul Muis,106.81828538,-6.17839923,Jakarta Pusat
Koedapan Nusantara,Koedapan Nusantara Juanda (Temporary Close),106.83047940,-6.16795463,Jakarta Pusat
Koedapan Nusantara,Koedapan Nusantara Balai Kota,106.82636618,-6.18026862,Jakarta Pusat
Koedapan Nusantara,Koedapan Nusantara CSW,106.79789081,-6.23993344,Jakarta Selatan
KOFFIEQUE,KOFFIEQUE COFFEE & EATERY,106.91428450,-6.24579510,Jakarta Timur
kofinity,KOFINITY - Kost Jaya89,106.78868670,-6.15129400,Jakarta Barat
KOHAI IZAKAYA,KOHAI IZAKAYA,106.79548007,-6.28538718,Jakarta Selatan
KOHAI IZAKAYA,KOHAI SUSHI BAR,106.82310039,-6.22924918,Jakarta Selatan
Kohi Mame,Kohi Mame,106.77467790,-6.26784090,Jakarta Selatan
Kohi+mame,KOHI MAME x ROTI KITA KUNO,106.77490180,-6.27343810,Jakarta Selatan
KOHIRUMU COFFEE BY MAMBO,KOHIRUMU COFFEE,106.82956240,-6.27591350,Jakarta Selatan
KOHIRUMU COFFEE BY MAMBO,KOHIRUMU JAPANESE RESTAURANT,106.82956240,-6.27591350,Jakarta Selatan
Koi Teppanyaki,KOI TEPPANYAKI GUDANG,106.77515678,-6.11728133,Jakarta Utara
Koi Teppanyaki,KOI TEPPANYAKI FATMAWATI,106.79935951,-6.26410909,Jakarta Selatan
Koi Teppanyaki,KOI TEPPANYAKI ITC PERMATA HIJAU,106.78387688,-6.22095222,Jakarta Selatan
Koi Teppanyaki,KOI TEPPANYAKI PIM 2,106.78290001,-6.26626622,Jakarta Selatan
Koi Teppanyaki,KOI TEPPANYAKI ITC CEMPAKA MAS,106.87757845,-6.16443776,Jakarta Pusat
Koi Teppanyaki,KOI TEPPANYAKI AMBASSADOR,106.82008047,-6.21916316,Jakarta Selatan
Koi Teppanyaki,KOI TEPPANYAKI MALL KELAPA GADING 3,106.90986082,-6.15595501,Jakarta Utara
Koi Teppanyaki,KOI TEPPANYAKI MOI,106.89155852,-6.15054038,Jakarta Utara
Koi Teppanyaki,KOI TEPPANYAKI SENAYAN CITY,106.79761668,-6.22741223,Jakarta Pusat
Koi Teppanyaki,KOI TEPPANYAKI PLAZA SENAYAN,106.79939324,-6.22607012,Jakarta Pusat
Koi Teppanyaki,KOI TEPPANYAKI MAG,106.89213164,-6.14558245,Jakarta Utara
Koi Teppanyaki,KOI TEPPANYAKI AEON JGC,0.00000000,0.00000000,Jakarta Timur
KOJITIAM,KOJITIAM - PURI,106.74602840,-6.18620740,Jakarta Barat
Koka Ramen Express,Koka Ramen Express Binus,106.78525957,-6.20088934,Jakarta Barat
Koka Ramen Express,Koka Ramen Express PHX Grogol,106.79197936,-6.16585177,Jakarta Barat
Kokki Coffee & Eatery,Kokki Coffee & Eatery,106.83943250,-6.18107650,Jakarta Pusat
Koko Hawker,Kayatiam - RS PIK,0.00000000,0.00000000,Jakarta Utara
Koko Hawker,Nasi Uduk Bogem,106.77454000,-6.11050000,Jakarta Utara
Koko Hawker,Koko Hawker - Emporium,106.79097580,-6.12727110,Jakarta Utara
Koko Hawker,Koko Hawker+ Puri Indah,106.73313910,-6.18870790,Jakarta Barat
Koko Hawker,Koko Hawker - Muara Karang,106.77985110,-6.11630360,Jakarta Utara
Koko Kari,Koko Kari,106.76325844,-6.24706560,Jakarta Selatan
KOKO PANDA,KOKO PANDA Grand Indonesia,106.81936780,-6.19460380,Jakarta Pusat
KOKO PANDA,KOKO PANDA GRAND INDONESIA,106.81922040,-6.19480497,Jakarta Pusat
Kokoho,Kokoho Muara Karang,106.77985110,-6.11630360,Jakarta Utara
Kokoni Express,KOKONI EXPRESS SRENGSENG,106.78912531,-6.26052063,Jakarta Barat
Komeya,KOMEYA,106.77460670,-6.27319190,Jakarta Selatan
Kominka Japanese Cuisine,Kominka Japanese Cuisine,106.81291010,-6.23448350,Jakarta Selatan
Komorebi,Komorebi - Pluit,106.79460600,-6.11200530,Jakarta Utara
Komorebi,Komorebi Tanjung Duren,106.77840070,-6.17375210,Jakarta Barat
Komuka,Komuka,106.97048695,-6.18129410,Jakarta Timur
Komune Cafe,Komune Cafe,106.87511322,-6.15012672,Jakarta Utara
Kong hu pay,Kong hu pay sunter,,,Jakarta Utara
KONINGSPLAN POP,KONINGSPLAN POP,106.80391277,-6.22464610,Jakarta Pusat
Konnichiwa,Kopi Konnichiwa Cempaka Putih,106.86552048,-6.17633974,Jakarta Pusat
Konnichiwa,Kopi Konnichiwa Pondok Kelapa Raya,106.93477842,-6.24465170,Jakarta Timur
Konnichiwa,Kopi Konnichiwa Elang Laut,106.73941435,-6.12345085,Jakarta Utara
Konnichiwa,KONNICHIWA GADING KOPYOR,106.90383774,-6.17094709,Jakarta Utara
Konnichiwa,Kopi Konnichiwa Gajah Mada,106.81588355,-6.14926489,Jakarta Barat
Konnichiwa,Kopi Konnichiwa Green Ville,106.77146808,-6.16884233,Jakarta Barat
Konnichiwa,Kopi Konnichiwa Bintaro Sektor 1,106.75340036,-6.26925314,Jakarta Selatan
Konnichiwa,Kopi Konnichiiwa Jatinegara,106.87127060,-6.22469518,Jakarta Timur
Konnichiwa,Kopi Konnichiwa Cipayung,0.00000000,0.00000000,Jakarta Barat
