Nama Restoran,Pricing,latitude,longitude
PONDOK AYAM BAKAR KROSO ROSO,,-6.2525382,106.8426755
Mie ayam bakso urat MAKNYUSS,,-6.2533009,106.8374601
HANTTEOK KOREAN FOOD KALIBATA,,-6.2608873,106.8429602
Bubur Ayam Kota Ikhlas,,-6.2629027,106.8423686
Warung Ayam Bakar Mbak Pur,,-6.2610413,106.8441935
Warung Ayam Ngeres,,-6.2603513,106.8437293
Nasi Goreng Usemka,,-6.2602673,106.8395302
Mie ayam Pak Gendut,,-6.2636664,106.8430578
Gado Gado Si Kembar,,-6.259043,106.8443735
Captain cheese fried chicken,,-6.2593688,106.8430738
Sate ayam cak sonic,,-6.2624703,106.8450383
Sultans Food,,-6.2602152,106.8403584
Angkringan Sokin 99,,-6.2616994,106.8347101
Hunter and Grower,$$,-6.2657239,106.82406
B & B Jakarta (Born and Bred),,-6.2654302,106.8204869
"Bogana May-May, Kemang",,-6.271226,106.8223985
Nasi Bebek Peking Ibu Nona,,-6.2701014,106.8292389
Warteg Selaras Kemang Timur,,-6.2653372,106.8238754
Cow Suka Steak,,-6.2712322,106.8226362
Lily’s Journal,,-6.2667046,106.8179068
AHLI KAMBING Kemang,,-6.26515,106.8191863
Bakso Senja,,-6.2663666,106.8202426
Shabu Nobu,,-6.2659511,106.8207875
Tujuh Rasa,,-6.2655559,106.8205924
Soto Asmawi Buncit Indah,,-6.2719383,106.8304981
Waroeng Aceh Kemang,$$,-6.2583989,106.8233226
DP TERRACE JAKARTA,,-6.2578957,106.8227314
Bakso Solo Samrat,,-6.2567283,106.8288569
Peinasmenos Burger Bar,,-6.2601282,106.8232694
Dapur Sunda,,-6.2595899,106.8356389
Kedai Bathi,,-6.2593695,106.8229538
rumah makan jogya,,-6.2597616,106.8288753
Tekko Mampang Business Park,,-6.2566939,106.8285291
Rumah Makan Lokiin Warung Buncit,,-6.2627604,106.8291166
Tempe Mendoan Palupi 17,,-6.2611599,106.8293065
Koki Ampera,,-6.2651374,106.8352376
Snap HQ,,-6.2665695,106.8362534
Dapur Jenny,,-6.2644938,106.8414604
Bakso & Mie Ayam 125,,-6.2687196,106.8378242
Kedai Bang Ayas,,-6.2662134,106.8394443
Pempek Ombay,,-6.2660649,106.8360067
Bakso 68 Kemang,,-6.2568029,106.8130446
chopchop.noodlescrew,,-6.2536345,106.8374485
Seafood Durti 78,,-6.2534252,106.840712
Sego Pincuk Pecel Tempong Cab. Duren Tiga,,-6.253459,106.8422096
ella takoyaki & dimsum,,-6.2528795,106.8376749
Uduk Ibuk,,-6.2524497,106.8343676
Sheikh Kebab,,-6.254434,106.8319825
Saladstop! - Kemang,,-6.2555024,106.8103503
Shíkè Kemang,,-6.2571716,106.8180423
Warung Jogja,,-6.2549929,106.8269106
2080 Burger Kemang,,-6.2564192,106.8129466
SIOMAY BATAGOR PAK BOYO,,-6.2569815,106.8279609
RM padang Taman surya,,-6.2596598,106.8284594
Nasi Goreng Yulia,,-6.2571618,106.8279466
Sate Ayam depan RSPP,,-6.2567462,106.8293717
D'Kriuk Duren Tiga Selatan VII,,-6.2597876,106.8293473
Pentol Gepek Ambunten Cab. Jakarta,,-6.2592703,106.8274106
Singaslot Resto,,-6.258438,106.823319
Roti Bakar Story,,-6.2590622,106.8292433
SATE AYAM RSPP CABANG KEMANG,,-6.2594469,106.8279873
"Ayam Penyet Sedap Rasa,AMIGOS",,-6.2569793,106.827033
Nasi bebek shiva,,-6.2642949,106.8237612
Warung Makan Bu Iroh,,-6.2570686,106.8277516
Bakso Puyuh Jablai,,-6.2534772,106.8407604
Warteg Ibu Sariah,,-6.2540241,106.8326773
Sarapan Betawi Bang Jauhar,,-6.249987,106.8366176
Susu Sapi Murni Rian,,-6.2521322,106.83258
Geprek Kebab Warjoli Duren Tiga,,-6.2534602,106.8422497
Warung Sate Ibu Aisyah,,-6.2533506,106.8371822
Siomay Batagor Bandung Bang Derry,,-6.2519828,106.8429647
Nasi Uduk & Nasi Ulam Mpok Suneh,,-6.2530568,106.8342515
Lawson Duren Tiga Raya 2,,-6.2536425,106.8376506
Desi Shop,,-6.265039,106.8199421
Waroeng ibu rus,,-6.2677999,106.8256722
Bude intan foods,,-6.2531422,106.8343064
Bakmi Ayung,,-6.253484,106.8385905
Kangen Rumah Pancoran,,-6.2539334,106.8427359
Nasi uduk umi Tane,,-6.2511067,106.8403746
Kadai Atha Orient,,-6.254446,106.8351785
KAPE TIA,,-6.2548411,106.8345881
Warni (Warung Alumni),,-6.2554059,106.8443171
Ketoprak Cirebon,,-6.2509749,106.8366313
Nasi Bebek Khas Madura Queen,,-6.2536723,106.8413939
Warung makan mahardika Duren Tiga,,-6.2540242,106.8326861
Nasi Goreng Shawarma AM,,-6.2510477,106.836624
Warung Go Berkah,,-6.2540338,106.8427853
Nasi Bebek Mba Laily,,-6.2533929,106.8366038
Dapur Mami/Rigen Bakery,,-6.2546757,106.8394171
KEDAI KINAR,,-6.2567056,106.8413374
Fahizah Kitchen,,-6.2622439,106.8485555
Siomay Batagor Rey念 (Masta),,-6.2557792,106.8500206
Warung Sate Dan Sop Kambing Madura,,-6.2663913,106.8366976
JIKU Smoke Kitchen,,-6.2633661,106.8440904
KOPI BESOK PAGI,,-6.2627861,106.8431215
Lilo Resto & Coffee,,-6.2568382,106.8429532
Sunda Kelapa,,-6.2603567,106.8384581
Talaga cookery,,-6.2603762,106.8369151
"Ibu Bandung Kalibata, Khas Sunda (sebrang TMP)",,-6.2555186,106.8475867
WARTEG PUTRA BAHARI 110,,-6.262386,106.8458954
I Am Pudding,,-6.2619511,106.8483037
Hidden Chicken,,-6.2586807,106.8419632
PECEL AYAM MAMA SYILA,,-6.2588284,106.8500229
Warpat kalibata,,-6.2609822,106.8398598
Sambel Coet Kane Kalibata,,-6.2555402,106.8481739
Warteg Pancoran,$,-6.2624537,106.8457076
Central Kitchen RI KALIBATA,,-6.2629528,106.8416574
Lumpia basah balap,,-6.2541621,106.8495023
Ayam Geprek Sambalado Piriak,,-6.2620876,106.8500189
Sate Bang Alpen (Taichan & Asin Pedas),,-6.2647678,106.8433387
Warung Pangkep Phinisi,,-6.2678056,106.8453333
Batagor Cuplis Pasar Minggu,,-6.2653027,106.8440419
Mie Ayam Mama Fira (pake chili oil),,-6.2660211,106.8435139
RamenYA! Kalibata City Square,,-6.2569012,106.8518358
Baiza Sushi,$$,-6.2572073,106.8200731
WAROENG IBUNDA,,-6.253528,106.8284427
Mie Aceh Khairul,,-6.2544517,106.8494841
Jajang Roti Bakar (JRB),,-6.2551642,106.8472894
Bali Fatimah,,-6.2532355,106.8468306
Sate Tongseng Stekpi Mas Wartono,,-6.2539035,106.8484076
Soto mie Bogor Putra Padjajaran,,-6.254077,106.849355
Warsun Ambu 1,,-6.2634152,106.8438036
Kedai Makan,,-6.2688785,106.8430561
NASI UDUK UMI,,-6.2648843,106.8428066
Mie Ayamnya Mba Lilik,,-6.270015,106.8420242
HEYMA CATERING,,-6.2622474,106.8474716
RM. SALEROBASAMO,,-6.266484,106.8464622
Bubur Ayam Joni,,-6.2661949,106.8431726
Soto Mie Bogor Pak Kadir Pasar Minggu,,-6.2639811,106.8431051
RM. Padang CINTO SARI,,-6.2587164,106.8359274
Warteg Paradise Bahari Kalibata Utara II,,-6.2602268,106.840723
Risolmore | More Than Risol,,-6.2536142,106.8275928
Ranisa Fried Chicken Bangka IX B,,-6.2529712,106.8217185
Ayam Bakar Cahya Utama,,-6.2539958,106.8248436
RM. Ampera Raya,,-6.2550812,106.8284928
Nasi Uduk Pasmal,,-6.252893,106.8224441
"Martabak Djuara, Mampang Prapatan",,-6.2550667,106.8273282
angkringan_sonday,,-6.2478001,106.8237426
Bakso Titoti Wonogiri,$$,-6.2698674,106.846625
Warung Nasmon,,-6.2650265,106.8498904
Kens Burger,,-6.2695789,106.8407512
Dapoer Ungu Ayam Bakar,,-6.2675459,106.8445558
KEDAI CHIKONAD,,-6.2584108,106.8389778
Rumah Makan Padang Ganto Minang,$$,-6.2533223,106.8378607
Ayam Forever Kalibata,,-6.2570069,106.8499245
Ta Wan,$$,-6.2566544,106.8516826
"Warung Sate Khas Solo ""Pak Min""",,-6.2516648,106.8507664
Warung Depan,,-6.2570027,106.8516617
Bakso Mie Ayam Mas Toni,,-6.2673505,106.8495991
Flip Burger,$$,-6.2622582,106.8461519
Swego HQ,,-6.262427,106.851341
Bubur Idaman Menantu (Bubur Kacang Ijo & Ketan Item Kang Nana),,-6.262427,106.851341
Ayam Bakar Banyuwangi,,-6.2646081,106.8512515
Bakso Iga & Mie Ayam Berlin,,-6.2654055,106.8497078
Ramen Kampoeng,,-6.261744,106.8363471
Rasane Rasa | Mangut Ikan ASAP & Ayam,,-6.2619808,106.8296623
Imperial Kitchen & Dimsum - Mampang Business Park,$$,-6.2572049,106.8283276
Nasi uduk ibu Ani Kemang timur raya,,-6.261178,106.8234888
Warunk WOW KWB Jakarta Selatan,$$,-6.2629467,106.8311636
Ayam Betutu Aseli Dapur Bu Made,,-6.2591122,106.8337463
K.makan Kitchen Kemang Utara,,-6.255985,106.8252133
bakmi woy,,-6.25802,106.8335056
Moles Telor,,-6.2596531,106.8289592
Lauk Berasa,,-6.257118,106.8197811
Dhiandra collections,,-6.2622106,106.849195
Kece Burger Kalibata City,,-6.2559762,106.8543554
Kyoto Street,,-6.255358,106.8139159
Warteg Duren 3,,-6.2543456,106.828106
Gado2 Lontong Nasi samping Danau Sigura-gura,,-6.2583804,106.8333959
MiCado Alpukat Kocok,,-6.2516946,106.8267254
Bakso Kembang,$$,-6.2516636,106.8222855
Acihuy Akang Kemang Utara,,-6.2583746,106.8254272
Warteg Sahabat,,-6.254193,106.8277511
Micin Kemang,,-6.257148,106.819972
Warung Nasi Uduk Mamah Farel,,-6.2522205,106.8222962
Martabak bangka irgi,,-6.252739,106.8268889
Soto Betawi Bang Ipul,,-6.2542253,106.8327712
Pondok Si Bungsu,,-6.2542091,106.8274619
Ketoprak 77 Tiara,,-6.2546183,106.8258183
Bakmi Jawa Tuman Setiabudi (pindahan Jl. Setiabudi Tengah) dan Ayam Gepuk Setiabudi,,-6.2682487,106.8311402
Warteg aisyah,,-6.2618908,106.836504
Shan's kebab,,-6.2624804,106.836912
Pondok Umi Yati,,-6.2643994,106.8373974
Doha Kebab,,-6.2608606,106.8324489
Warung Sate Khas Solo Pak Aris,,-6.2608486,106.8330877
Ayam Penyet Bude,,-6.2666618,106.8368168
Nasi Bebek Cak Abdi Khas Madura,,-6.254661,106.8254194
Es Kelapa Mang Ari,,-6.2490359,106.8208274
Warung Mpok Lena,,-6.2502899,106.8275644
Warteg Abil Jaya,,-6.251877,106.8179211
Warung Sego Sambel Ndeso Kampung artis,,-6.2553973,106.8137637
NYOKLAT - KLASIK - NW Jakarta Selatan,,-6.248921,106.818898
wanfan 碗饭 (wǎn fàn) - Kemang,,-6.2545692,106.8138425
Warung Moki,,-6.2485505,106.8226252
Nasi Uduk Gito 2 S-S-C,$,-6.2484728,106.8230806
Burger Bangor Kalibata,,-6.2562874,106.8534327
Nasi Padang MakCiak Kadai Eboni,,-6.2572696,106.8520949
SATE KALIBATA,,-6.2590029,106.8530138
Pecel lele special Kalibata,,-6.2655489,106.8350515
Gorengan PDHR Indomaret,,-6.2620418,106.8328007
Bu Wiwik Snack,,-6.2634105,106.8375494
Angkringan Warung Jati Timur,,-6.2653547,106.8343237
"Warung Nasi Soto Betawi ""ALFIAH""",,-6.2634955,106.8314643
Dapoer Arka,,-6.262526,106.833345
warung nasi Ulam betawi Mpok Atiek,,-6.2549396,106.8224637
Motahuaja Kemang,,-6.2584241,106.8254405
Warteg Darmo,,-6.2519235,106.8212596
Cireng Salju Bangka,,-6.2527672,106.821454
Ayam Bakar & Penyet Ananda,,-6.2530257,106.8242223
Akasya Catering,$$,-6.2542741,106.8196215
KFC,$$,-6.2544431,106.8270915
Pecel Lele Nasi Uduk (Barat Halte Duren Tiga),,-6.2521155,106.826724
Warteg Raji Kemang Raya,,-6.2584244,106.8148508
Soto Betawi Khas Jakarta,,-6.2659973,106.8386295
Sonya,,-6.2603848,106.8382491
Ayam Penyet Bude Bumiputera,,-6.2603006,106.8284794
(WARAS) Warung Nasi Ramai Selalu,,-6.2660694,106.8359767
"Nasi Uduk Betawi Jadoel, Betawi Punya Selera",,-6.2681984,106.836897
"Ayam Bakar, Seblak & Nasi Goreng Kiting",,-6.2606031,106.8376535
EBCO Playing ground,,-6.2621108,106.832888
"Nasi Uduk “Bang Hasan” Khas Betawi, Kalibata",,-6.2616984,106.8364627
Soto Kalibata,,-6.2590706,106.8452704
Pecel Pincuk Kalibata,$,-6.2554052,106.8483499
Warteg Pandrama Bahari,,-6.2545849,106.8251858
Ayam Kremes Pramesti - Duren Tiga,,-6.2594469,106.8279873
Soto Ayam Ceker Khas Lamongan Cak Awan,,-6.2545832,106.8254431
Pempek SariRaso,,-6.2593734,106.8229363
nasi uduk pok ana,,-6.2561708,106.8205941
WarungNi.Mat,,-6.2543517,106.823055
SOTO DAGING JAKARTA,,-6.2535497,106.8273694
Bubur Ayam Idola Pak Mu'is,,-6.2551232,106.8277465
Warteg Alena Rahayu,,-6.2543893,106.8274873
Warteg Ibu Trio,,-6.2545325,106.8236721
NAMPA Coffee Roastery,,-6.2594469,106.8279873
Lumpia Beef by Kaaf,,-6.2589723,106.8329494
Spaghetti 7 Kemang,,-6.258265,106.8134556
Queens Head Jakarta,$$$,-6.2592683,106.8150723
FJ Bistro & Deli,$$,-6.259851,106.8155823
Alenia Papua Coffee & Kitchen,$$,-6.2638119,106.8158777
Sambal Pemersatu Bangsa - Kemang,,-6.2578818,106.8136358
Rao He Noodle,$$,-6.2616089,106.8155227
Roti Romi Kemang,,-6.2594698,106.8155333
AiBe Kitchen,,-6.2709716,106.8356207
Warung makan ULLAN CAHYA,,-6.276203,106.832153
RM Sederhana Mandiri,,-6.2571779,106.8550612
COTO MAKASAR DAENG ROY,,-6.2568965,106.8520308
"All Ace, Kemang",,-6.2600072,106.8155998
WAROENG ACEH MEDAN KEMANG,,-6.2585756,106.8148337
Sorry Sorry Hansigjib,,-6.2642624,106.8163086
Yoshinoya Kemang,$$,-6.2606133,106.8157608
Gaishoku Yakitori,,-6.2581776,106.813583
"Lumpang, Kemang.",,-6.2574018,106.813167
Nutmeg Cuisine & Bar,$$$,-6.257313,106.815302
Warung Padang Sutan Sati,,-6.2605341,106.8168068
Dapur Mama,,-6.262082,106.8145118
K.L.S (base camp),,-6.2822047,106.8424641
WARUNG MINI,,-6.2801078,106.8407876
Warteg Jaya Terima Catering,,-6.2787837,106.8453034
WAROENGKOE,,-6.2845376,106.8382034
Depot Nasi Uduk Bu Natiah,,-6.2793523,106.8386238
West Pejaten Warteg,$,-6.2765711,106.8242896
Toko Kue Jakarta Selatan Mamanata,,-6.2762912,106.8279137
Yoshan street,,-6.2852009,106.8384718
Asian Taste Deli Kitchen,,-6.2846089,106.8380896
Bento Seafood Pasar Minggu,,-6.2823246,106.8426314
Asian Kitchen,,-6.2793444,106.8392466
Kerang Emak Mini,,-6.2780391,106.8402531
Teh Kampoeng,,-6.2817744,106.8382249
"RICEsidentFOOD, PASAR MINGGU",,-6.2849207,106.8379859
Rumah makan siaga dua,,-6.2756,106.8416853
Nginum,,-6.2726504,106.8384748
Ketoprak Ibu Titien57,,-6.2722953,106.8409509
Ketoprak mas TARYO,,-6.2756301,106.8414925
Juragan Es Cendol Bandung - Siaga Raya,,-6.2743695,106.8403284
Ayamore by Adinda kitchen,,-6.2705113,106.8423056
PUGIE SHOP - KALIBATA,,-6.2659888,106.837429
Bakmie Ayam Mataram,,-6.2681311,106.8310956
Bakso Rumahan,,-6.2645397,106.8363051
Gerai Dapur Bunda By Unie,,-6.2852009,106.8384718
Soto Kwali Klaten,,-6.2785927,106.8446136
Bubur ayam nasrulah amelia,,-6.2780648,106.8454136
Soto Mie Mang Ucup,,-6.2852426,106.8393712
RM Sederhana Pelangi,,-6.2797285,106.8435612
Warteg Laksmana Bahari,,-6.2686379,106.8460044
SOSIS BAKSO SEAFOOD,,-6.2723534,106.8482203
CAK PENTOL,,-6.2667396,106.8503683
Lontong Sayur Betawi Siaga Bang Mul,,-6.2744508,106.8404246
MIKOPI CLOUD,,-6.2760037,106.8455155
Warteg Siaga,$,-6.2749651,106.8461052
MARTABAK PECENONGAN 78 PEJATEN,,-6.2743179,106.8400716
Konagi bowl,,-6.2746995,106.8451294
Ayam Guling Ario,,-6.2743501,106.8399991
kedai kebuli abasa,,-6.2750055,106.8409083
BAKSO BANG JARWO,,-6.2742882,106.847022
Waroeng Sambal Bakar Siaga,,-6.2748218,106.8459314
Rocky Rooster UNAS,,-6.2802034,106.8386599
"Martabak Djuara, Pasar Minggu",,-6.285458,106.8383817
Hokigyu,,-6.2788019,106.8400966
Lumpia Beef Pejaten,,-6.2778303,106.8400891
Ayam Bakar Madu,,-6.2801334,106.8455272
Risoles Azizah,,-6.2712332,106.8400299
Umareita,,-6.271064,106.844163
Nasi Goreng Bang Oji,$,-6.2710152,106.85124
Warteg Latifah,,-6.2736786,106.839591
Warteg Alief Bahari,,-6.2697317,106.8398398
Warteg Alisa Bahari,,-6.2728219,106.838568
Nasi Uduk Mas Dikun,,-6.272491,106.8416838
Ayam Bakar Bejo,,-6.2703225,106.8377572
Roti Mama Nia,,-6.2725436,106.84577
Nasi Uduk Nek Boyong Pejaten (Go Food & Grab Food Only),,-6.2729843,106.842312
Kedai Renny's,,-6.2728693,106.8385084
Mie RameRame,,-6.2726468,106.8448444
Nasi uduk ibu omayah,,-6.2740151,106.84237
Chik Chik Kriuk Rajanya Ayam Gunting,,-6.2820043,106.8382182
Enak Grill Pejaten,,-6.2778303,106.8400891
Mr Kriuk Fried Chicken Pejaten Timur,,-6.2770983,106.8464068
Soto Mie Bogor (Mang Herman),,-6.2708048,106.8378051
Bakso Bin Cipto,,-6.2777042,106.8469574
Lala5758,,-6.2751757,106.8467385
"Bubur Ayam Bawain, Pejaten",,-6.272347,106.8425278
Ayam Goreng Sambel Geprek,,-6.2744764,106.8418367
De Makan Dulu!,,-6.2707652,106.8475605
Rosaria Burger & Bakery,,-6.2744638,106.8419969
Mie kari aden,,-6.2739293,106.8470972
Cimol Bojot AA Siaga Raya,,-6.2745742,106.8405812
Makaroni Level kemuning,,-6.2743079,106.8477105
Nasi Uduk Bang Feri,,-6.2770064,106.840327
Acong Jajan Dong,,-6.2727411,106.847885
Saemaeul Original Korean BBQ SCBD,,-6.2281222,106.8094817
Mekong Yuks - Samali Kalibata,,-6.2659474,106.8434759
Ayam penyet ibu Aisyah,,-6.2684244,106.8452172
Rumah Makan Betawi,,-6.2661032,106.8425372
Soto Khas Bogor “Kang Oji”,,-6.266377,106.844557
Siomay Yes 27,,-6.2700365,106.8421738
Seblak talita,,-6.2638809,106.8499108
Rumah Makan Eyang Khas Mami Linda,,-6.2718725,106.8482151
mimia,,-6.2702342,106.8398994
Mayinsss Snack,,-6.2700053,106.8439637
Soto & Sop Betawi Haji Madin,,-6.2660808,106.8424546
Pempek Palembang Alhamid,,-6.2716052,106.8392049
"Soto Ayam Ceker Favorit ""Suroboyo""",,-6.266285,106.8423055
Warung Nasi Sinta Jaya,,-6.268366,106.846574
Eat Toast Pejaten,,-6.279605,106.8401129
Bakso Benhil Pasar Minggu,,-6.2806705,106.8451128
Martabak Manis KITA RASA,,-6.2802826,106.8470154
Ayam Goreng Pinyit Sambal Hijau Madura,,-6.2772535,106.8461029
Bro kitchen - siaga,,-6.2748379,106.8459265
Rumah Makan Salero Kito,,-6.2748707,106.8466438
Sate Asin Sindir,,-6.2757916,106.8416544
"CARI TAHU ""crispy""",,-6.2742889,106.8470836
JAJANAN WARTEG ARYA KEMUNING,,-6.2783676,106.8458677
Faris Chicken dan Seblak,,-6.2730815,106.8474386
Wahyoo Pecel Ayam Bu Mus,$$,-6.2729522,106.8371596
Ayam penyet Sambal ijo purnama,,-6.2779092,106.8402352
Nasi Uduk Betawi Mpok Ika,,-6.2773925,106.8401754
"Warung Kue Putu, Klepon, Getuk",,-6.2726419,106.8469174
Padol Miyeok & BBQ,,-6.230981,106.8077901
Yakiniku Like The Park Pejaten,,-6.2805394,106.8290841
Kimukatsu The Park Pejaten,,-6.2803232,106.82928
Penpil,,-6.2802787,106.8292475
STEAKation Pejaten,,-6.2775569,106.8402318
WARKOP BANGLADESH 86,,-6.2768097,106.8463553
JustJuiceMilk,,-6.2802647,106.8386646
Warnas MAS Anto,,-6.2795494,106.8394437
Jalan kemuning raya,,-6.2737179,106.8471813
Dapur Kecombrang,,-6.278869,106.832923
Gurēsu,,-6.264814,106.8236035
Kang seafood 357,,-6.2709091,106.8237177
Warung Pete Penyetan khas Tegal,€€,-6.270967,106.8258243
Warung Seblak Kanaya,,-6.2719669,106.8524559
Warung Nasi Cilacap,,-6.2650373,106.8325339
Warteg Berkah,€,-6.2677389,106.8216707
Warteg Falah,,-6.2658992,106.8237261
Angkringan 88 Kemang,,-6.2669246,106.8237378
Lesehan ayam penyet pulo,,-6.2708815,106.8293089
Warung Nasi Sunda,,-6.2650703,106.8318195
NUAngkringan,,-6.274734,106.8505707
Nasi Uduk bang Salim,,-6.2713191,106.8435598
Nasi Goreng Pak' de Karwo volvo,,-6.2726182,106.8468764
Warung Nasi Berkah Jaya,,-6.2728848,106.8475535
Warteg Wahyu,,-6.2680954,106.8458216
Roti Bakar Bandung Kang MUS,,-6.27194,106.8485896
Ayam geprek sesko kemang timur,,-6.2664004,106.8239341
Ayam Geprek Ceu Deri,,-6.2658109,106.8271772
Warung Makan Mbakyu,,-6.2696038,106.8306306
Mie Ayam Saihu,,-6.264794,106.8236419
"Pecel ayam, Kedai umy gemoy",,-6.2671393,106.8319119
WARTEG HIDAYAH,€,-6.2718263,106.8276766
Warteg Ibu Tari,,-6.2719473,106.8294171
Martabak Denis cabang prjaten,,-6.2724746,106.846645
.....,,-6.2709514,106.8497474
warteg nasi dekat jembatan graha tunas,,-6.2670645,106.8318958
Warung LANHOK,,-6.2650364,106.8192392
Otak otak ikan bakar bapak carsiman,,-6.2671173,106.8326977
NasiGorengBangRahma,,-6.2650122,106.8236773
Warung Ayam Bakar Bimo,,-6.2650567,106.8318181
"Nays Yogurt Fruits ,Salad Buah",,-6.313609,106.850549
Ayam Bakar,,-6.3103554,106.8462143
Mie Ayam Mawar,,-6.3127457,106.8488473
KEDAI MINI BANG PULL,,-6.3096375,106.8508395
Workshop kebab,,-6.3139652,106.8453185
PECEL AYAM & LELE 46,,-6.3135903,106.8486146
SUMO KING,,-6.2795432,106.8383052
Gubug Makan Sufi,,-6.3128729,106.8490067
Nasi Goreng Kecap Bango,,-6.3140907,106.8454734
Nasi Goreng 2 Saudara,,-6.3094278,106.8470886
Warung Nasi Bu Karti,,-6.3111807,106.8544583
WARMINDO EKO WS,,-6.3155746,106.8439945
WARUNG NASI DUA SAUDARA MB.ANI,,-6.3113881,106.8486099
Pempek palembang & tekwan muara enim,,-6.314745,106.8426723
seblak Bang Japar (Riyanti),,-6.309782,106.853649
Seblak Sapoceng,,-6.3122184,106.8500578
Warung Nasi Mpok Njung,,-6.31383,106.8454476
Warung Soto Pak Hamzah,$,-6.3138901,106.8484958
Warung Seblak Unyil,,-6.3136121,106.8485573
Soto Pekalongan Mas Tamin,,-6.3157965,106.8432999
Warung sate madura Cak Kodir Jalan Langgar Rt. 4 Rw 6 Tanjung Barat Jagakarsa Jakarta Selatan,,-6.3103086,106.846815
Nasi Goreng Eling Terus Mas Umar,,-6.3113881,106.8486099
Warung Sate Mandala 15,,-6.3156458,106.8432006
bakso pakde angga,,-6.3096261,106.8462984
WARKOP BAROKAH KABIETA,$,-6.312973,106.845473
"Pastel Risol, Jajanan Rumahan",,-6.3108028,106.8460702
Burger cess!!,,-6.3119538,106.8500078
Pecel lele dan ayam goreng mamah alby,,-6.3153933,106.8458002
SEBLAK mama QIRA,,-6.3144648,106.8427535
Bakmi Tegal Powae,,-6.3112062,106.846486
Ian pecel keke,,-6.3148432,106.846984
Glasses Sushi,,-6.3095166,106.8480143
Pecel lele Dirgahayu 77,,-6.3098639,106.8506125
Mie Ayam Bakso Barkah 999,,-6.3134355,106.8453135
Baso Putra Lawu,,-6.3147232,106.8428558
Bakso Bathok Khas Wonogiri,,-6.3153363,106.8442918
Kedai Betawi Nyak Yani,,-6.2569123,106.852399
Fast Food Restaurant,,-6.2497491,106.8430722
KUWL H.ALI,,-6.2479577,106.8340273
Warung mas puji,,-6.2469408,106.8280124
Soto Betawi BUNCIT 4,,-6.2481484,106.8275724
Pempe HAND (Pempek & Tekwan Asli Palembang),,-6.2480061,106.8321157
ES TEH JUMBO BANG AMR,,-6.247884,106.8317564
Pancoran timur IX No. 11c,,-6.248152,106.8491505
SosisKentang (Sotang) Rayan,,-6.248867,106.8533244
Ketupat Sayur Mpo Ilah,,-6.2552793,106.8479171
Sokoku Tei Kalibata,,-6.2554548,106.8475211
Ayam Tulang Lunak Uti Jakarta (Bangka),,-6.2458691,106.8203895
Ayam Guling Mister,,-6.2572684,106.8521429
Nasi Pedas Harapan Kalibata,,-6.2553556,106.8480021
HOSSANDWICH(house off street sandwich),,-6.2551921,106.8473916
"Nasi Kulit ""Ngulitzz""",,-6.2534437,106.8465896
ETE FOOD LAPAK KALIBATA,,-6.2548017,106.8549694
Gudeg Jogja Bu Harjo Pasar Mampang,,-6.2404536,106.8232382
Ayam Goreng Ny. Suharti,$$,-6.2393551,106.8191681
Bakmi Dua Tiga Mampang,,-6.2401062,106.8224046
GEROBAK JEMPOL,,-6.2398426,106.8252392
RM Sari Berkah Kalibata City,,-6.2572696,106.8520949
Basinggah Jo!! - Manadonese Cuisine,,-6.2569802,106.8534293
"Bogana May-May, Kalibata City",,-6.2572696,106.8520949
Wingstop,$$,-6.2572071,106.8520933
Warung Endolll,,-6.2568249,106.8518327
Warung Makan “Mas Mamat”,,-6.2574958,106.8500211
streameal,,-6.2540029,106.8449991
Bubur Ayam LA'VENUE,,-6.2477043,106.8429096
Ayam Gepuk Pak Gembus,$,-6.2403864,106.8295322
RM Lamak Bana KrakStreet,,-6.2386445,106.8320989
RM Cahaya,,-6.2390599,106.8191716
"KULINER ""MANADO""",,-6.256787,106.8558699
Mie Ayam Bangka Gentky,,-6.246202,106.82001
warteg mamoka bahari,,-6.2397081,106.8252906
Warung Indomie dan Bubur Kacang Hijau Madura,,-6.2401967,106.8311493
McDonald's Menara Tendean (M TEN),$$,-6.2397983,106.8241797
Dapur Sedap NR Trans 7,,-6.2396461,106.8215835
Ayam Kremes Pramesti - Tendean,,-6.2400822,106.8221131
Warung Sambal SS Kalibata,,-6.2554636,106.8472485
Sop Kaki Kambing dan Sapi 999 Dua Saudara Kalibata,,-6.2552947,106.8481541
Salad .OH kalibata,,-6.2546056,106.8465044
Bubur Ayam Bang Aziz Pemalang,,-6.2552746,106.8465532
D'kriuk H.Mahmud Buntu,,-6.2534632,106.8480948
Sate Tongseng Moro Seneng,,-6.2398511,106.8188994
Pyou Keuken,,-6.2412092,106.8205402
Sate Madura Pak Toha,,-6.2407828,106.8203031
Ayam & Bebek Guling,,-6.2437771,106.8181493
Mie Ayam Metty,,-6.2401062,106.8224046
Nasi Goreng Pesia Legend,,-6.2458779,106.8185288
Warung Nasi Mama Farid,,-6.2397355,106.8229554
DENG JKT,,-6.2394962,106.8225364
Bandar Mie Tendean,,-6.2400886,106.822073
Ayam Rocky Trans,,-6.2403724,106.8292047
Nasi Kulit Ngereseup - Tendean,,-6.2401235,106.8221152
Mie Agem Multatuli,,-6.2401313,106.8216201
Solaria - TIS Square,££,-6.242629,106.8484986
Pho 24 Tebet Indrayana Square,££,-6.2425352,106.8478993
